Hashtag,Count
nyc,16
love,7
NYC,5
newyork,5
centralpark,4
VeteransDay,3
usa,3
NewYork,2
smile,2
fall,2
NewYorkCity,2
newyorkcity,2
astoria,2
beautiful,2
autumn,2
