Hashtag,Count
nyc,36
newyork,12
brooklyn,10
fall,8
NYC,7
autumn,6
foodporn,6
sunset,6
Brooklyn,6
manhattan,6
newyorkcity,5
love,4
sunday,4
nofilter,4
prospectpark,3
