Hashtag,Count
newyork,5
vscocam,3
nyc,3
brooklyn,3
statueofliberty,2
usa,2
newyorkcity,2
newyears,2
ThisisBrooklyn,1
goodtimes,1
itsyagirl,1
respecttheshooter,1
mackenzieziegler,1
noworktoday,1
liberty,1
