Hashtag,Count
follow4follow,4
spamforspam,4
spam,4
likeforfollow,4
like4like,4
cute,3
trocolikes,3
follow,3
followforfollow,3
tagsforlikes,3
likeforlike,3
followback,3
f4f,3
followher,3
tumblr,3
