Hashtag,Count
school,1
thisiswhatwedo,1
shopping,1
siblingbonding,1
wetheshit,1
i,1
just,1
sundayfunday,1
curlyHairdontcare,1
fuck,1
joking,1
withthese2,1
zoed,1
drivingaround,1
babybro,1
