Hashtag,Count
nyc,129
NYC,37
newyork,34
veteransday,22
manhattan,16
brooklyn,15
fashion,14
love,14
newyorkcity,13
VeteransDay,13
soho,12
fall,12
art,12
ny,11
vscocam,11
