Hashtag,Count
nyc,13
newyork,6
NYC,5
dogsofinstagram,4
love,3
fashion,3
tgif,3
dance,2
vegan,2
911,2
dogsofnyc,2
heroes,2
Ecch1,2
fitness,2
friday,2
