Hashtag,Count
statenisland,3
newyork,2
nature,2
nyc,2
beach,2
ishootfilm,1
fitfam,1
money,1
travelwithme,1
lionessrefine,1
newyorkcity,1
goodtimes,1
quotes,1
StatueOfLiberty,1
photosbyzander,1
