Hashtag,Count
nyc,9
queens,6
astoria,6
sundayfunday,4
sunday,4
art,4
brunch,4
Astoria,4
newyork,3
NYC,2
MOVETHATWORKWEDNESDAYS,2
streetart,2
gayfur,2
style,2
instagay,2
