Hashtag,Count
nyc,48
NYC,26
brooklyn,23
newyork,17
vice20,13
Brooklyn,11
NewYork,9
holidays,9
love,8
holiday,7
newyorkcity,6
saturday,6
fun,6
christmas,5
handmade,5
