Hashtag,Count
nyc,16
newyork,8
NYC,6
vote,3
centralpark,3
ny,3
lunch,3
NewYork,2
bar,2
sundays,2
art,2
brooklyn,2
yum,2
newyorkcity,2
sundayfunday,2
