Hashtag,Count
christmas,24
merrychristmas,19
evasholidaygivaway,16
nyc,15
Christmas,13
officespace,11
loft,11
family,10
MerryChristmas,10
nyclife,10
officespaces,9
newyork,9
santa,9
brokers,8
xmas,7
