Hashtag,Count
nyc,5
brooklyn,4
christmas,3
support,3
FREE,3
christmaseve,3
cooking,2
Repost,2
Christmas,2
bestCarwithPeugeot403,1
sophisticatedFriend,1
healthyhaircare,1
leicester,1
BK,1
oxtail,1
