Hashtag,Count
love,2
newyorkcity,2
katyperry,2
nofilter,2
bushwick,1
dudeswiftfollowtrain,1
coach,1
vintagefashion,1
taylorfuckingswiftfollowtrain,1
michaelgcliffradfollowtrain,1
uncleLou,1
swiftietag,1
louisbirthdayfollowtrain,1
taylorswift,1
sketch_dailies,1
