Hashtag,Count
tbt,25
nyc,17
GirlByeFridays,14
queens,10
foodporn,6
alexmorel,5
enlacasaderumi,5
plataformapanorama,5
photooftheday,5
follow,5
santiago,5
rep\xc3\xbablicadominicana,5
art,5
blackandwhite,4
fitfam,4
