Hashtag,Count
love,20
brooklyn,17
nyc,13
birthday,11
Brooklyn,11
NYC,10
fashion,10
selfie,9
dancemoms,9
reginaecarter,9
sundayfunday,8
LilWayne,8
sweet16,8
music,7
aldc,7
