Hashtag,Count
nyc,10
newyorkcity,6
foodporn,6
brooklyn,5
NYC,4
newyork,3
fbf,3
yum,3
graffiti,3
Brooklyn,3
VSCOcam,3
NewYork,2
prospectpark,2
yummy,2
\xeb\xa8\xb9\xec\x8a\xa4\xed\x83\x80\xea\xb7\xb8\xeb\x9e\xa8,2
