Hashtag,Count
nyc,15
ASAPTY,9
love,7
WCW,7
NYC,6
dance,4
beautiful,4
wcw,4
fun,4
Repost,4
MOVETHATWORKWEDNESDAYS,3
foodie,3
photooftheday,3
harlem,3
style,3
