Hashtag,Count
merrychristmas,37
christmas,22
Christmas,12
family,11
MerryChristmas,10
love,9
nyc,8
happyholidays,7
merryxmas,6
ootd,6
tbt,6
holidays,6
2014,5
lmao,5
fifthharmony,4
