Hashtag,Count
wcw,3
beautyfood,2
wedding,2
nyc,2
vibrant,2
paleolife,2
foodformedicine,2
healthyfood,2
weightloss,2
eatyourcolors,2
yumyum,2
party,2
detox,2
seasonal,1
dogsofinstagram,1
