Hashtag,Count
nyc,3
brooklyn,3
NYC,2
sundayfunday,1
love,1
dogsofinstagram,1
moneymaker,1
redhook,1
GoOFF\xe2\x84\xa2,1
selfie,1
toungueout,1
bacon,1
veal,1
whiskeytasting,1
colors,1
