Hashtag,Count
nyc,130
NYC,53
newyork,38
brunch,28
brooklyn,26
love,22
newyorkcity,18
vscocam,17
art,17
fall,16
nofilter,12
soho,12
saturday,11
foodporn,11
selfie,10
