Hashtag,Count
brooklyn,59
nyc,41
christmasevegiveaway,26
Brooklyn,23
love,18
newyork,17
instagood,17
Christmasevegiveaway,15
christmasparty,15
music,14
onedirection1dharrystyleslouistomlinsonniallhoranliampaynezaynmalikzaynliamnialllouisharryonedirectionfactswherewearedirectionerfangirltakemehomemidnightmemoriesupallnightbananacrazymofoswwawwatouruanuantourtmhtmhtourfourmmotratour,14
NYC,13
fun,13
wiadca,13
selfie,13
