Hashtag,Count
queens,18
nyc,12
party,12
fitness,10
men,9
astoria,9
strippers,9
picoftheday,9
tonight,9
icon,9
muscle,9
gogoboys,9
gayhousemafia,9
nycnightlife,9
pop,9
