Hashtag,Count
EMABiggestFansNickiMinaj,4
rp,2
someniggasneverchange,2
DALE,1
MYMCM4LIFE\xf0\x9f\x98\x8b\xe2\x9d\xa4\xef\xb8\x8f,1
scam,1
sigh,1
PaQAprendan,1
NotMyProblem,1
ladyknuckleheads,1
Kik,1
TuChulitoJay,1
spamwithlikes,1
facts,1
LunesDeResaka,1
