Hashtag,Count
followme,5
love,4
picoftheday,3
instagood,3
cute,2
newyou,2
noshed,2
ineedaweave,2
like4like,2
WCW,2
likes4likes,2
bundles,2
Beast,2
blackfriday,2
newdo,2
