Hashtag,Count
prom,6
bridal,6
evening,6
couture,4
dress,4
LuxuryAbstract,4
Black5,2
\xd9\x81\xd8\xb3\xd8\xa7\xd8\xaa\xd9\x8a\xd9\x86,2
haircut,2
tattooartistmagazine,2
shesaiditwashumpday,2
wcw\xf0\x9f\x94\xa5\xf0\x9f\x92\x9e\xf0\x9f\x98\x8a,2
inkedmag,2
mightdelete,2
wce,2
